basepk,hid,speechdate,pid,opid,speakeroldname,speakerposition,maintopic,subtopic,subsubtopic,speechtext,speakerparty,speakerriding,speakername,speakerurl
4531934,ca.proc.d.2012-06-14.14559.1435,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4531935,ca.proc.d.2012-06-14.14559.1436,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531936,ca.proc.d.2012-06-14.14559.1437,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 356, which was negatived on the following division:)
Vote #345",,,,
4531937,ca.proc.d.2012-06-14.14559.1438,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 356 defeated. 
I therefore declare Motion No. 357 defeated.
The question is on Motion No. 359. The vote on this motion also applies to Motions Nos. 362 to 367. A negative vote on Motion No. 359 requires the question be put on Motion No. 360.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531938,ca.proc.d.2012-06-14.14559.1439,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 359, which was negatived on the following division:)
Vote #346",,,,
4531939,ca.proc.d.2012-06-14.14559.1440,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 359 defeated. I therefore declare Motion Nos. 362 to 367 defeated.
The next question is on Motion No. 360. A vote on this motion also applies to Motion No. 361. Is it the pleasure of the House to adopt the motion?",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531940,ca.proc.d.2012-06-14.14559.1441,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4531941,ca.proc.d.2012-06-14.14559.1442,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531942,ca.proc.d.2012-06-14.14559.1443,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4531943,ca.proc.d.2012-06-14.14559.1444,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531944,ca.proc.d.2012-06-14.14559.1445,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4531945,ca.proc.d.2012-06-14.14559.1446,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531946,ca.proc.d.2012-06-14.14559.1447,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 360, which was negatived on the following division:)
Vote #347",,,,
4531947,ca.proc.d.2012-06-14.14559.1448,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 360 defeated. I therefore declare Motion No. 361 defeated.
The next question is on Motion No. 368. A vote on this motion also applies to Motions Nos. 369 to 373, 375, 376 and 378 to 404. If Motion No. 368 is defeated, then Motion No. 374 will have to be voted upon. ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531948,ca.proc.d.2012-06-14.14559.1449,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"The House divided on Motion No. 368, which was negatived on the following division:)
Vote #348",,,,
4531949,ca.proc.d.2012-06-14.14559.1450,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 368 defeated. 
I therefore declare Motions Nos. 369 to 373, 375, 376 and 378 to 404 defeated as well.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531950,ca.proc.d.2012-06-14.14559.1451,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The next question is on Motion No. 374. Is it the pleasure of the House to adopt the motion?,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531951,ca.proc.d.2012-06-14.14559.1452,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531952,ca.proc.d.2012-06-14.14559.1453,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531953,ca.proc.d.2012-06-14.14559.1454,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
4531954,ca.proc.d.2012-06-14.14559.1455,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay.,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531955,ca.proc.d.2012-06-14.14559.1456,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay.,,,Some hon. members,
4531956,ca.proc.d.2012-06-14.14559.1457,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it.
 And five or more members having risen: ",Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531957,ca.proc.d.2012-06-14.14559.1458,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," (The House divided on Motion No. 374, which was negatived on the following division:) 
Vote #349",,,,
4531958,ca.proc.d.2012-06-14.14559.1459,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 374 defeated, and therefore declare Motion No. 377 defeated as well.
The next question is on Motion No. 405. Is it the pleasure of the House to adopt the motion?",Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531959,ca.proc.d.2012-06-14.14559.1460,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4531960,ca.proc.d.2012-06-14.14559.1461,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531961,ca.proc.d.2012-06-14.14559.1462,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4531962,ca.proc.d.2012-06-14.14559.1463,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531963,ca.proc.d.2012-06-14.14559.1464,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4531964,ca.proc.d.2012-06-14.14559.1465,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: ",Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531965,ca.proc.d.2012-06-14.14559.1466,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 405, which was negatived on the following division:)
Vote #350",,,,
4531966,ca.proc.d.2012-06-14.14559.1467,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 405 defeated. Therefore, Motions Nos. 406 to 409 are also defeated.
A point of clarification. The question on Motion No. 405 was actually put earlier in the day. As such, it was not necessary for me to put it prior to the recorded division as it was in fact a deferred division. The end result is the same. I apologize for the minor delay.
 The next question is on Motion No. 410. ",Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531967,ca.proc.d.2012-06-14.14559.1468,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 410, which was negatived on the following division:)
Vote #351",,,,
4531968,ca.proc.d.2012-06-14.14559.1469,2012-06-14,de0591ef-9a02-4f97-9541-63de484c96e3,87,The Acting Speaker (Mr. Barry Devolin),,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,I declare Motion No. 410 defeated. I also declare Motions Nos. 413 and 414 defeated.,Conservative,Haliburton--Kawartha Lakes--Brock,Barry Devolin,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=de0591ef-9a02-4f97-9541-63de484c96e3&Language=E&Section=ALL
4531969,ca.proc.d.2012-06-14.14559.1470,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,The next question is Motion No. 415. A negative vote on Motion No. 415 necessitates the question being put on Motion No. 416.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531970,ca.proc.d.2012-06-14.14559.1471,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 415, which was negatived on the following division:)
Vote #352",,,,
4531971,ca.proc.d.2012-06-14.14559.1472,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 415 defeated.
The next question is on Motion No. 416. Is it the pleasure of the House to adopt the motion?",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531972,ca.proc.d.2012-06-14.14559.1473,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed. 
 No. ",,,Some hon. members,
4531973,ca.proc.d.2012-06-14.14559.1474,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea. ,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531974,ca.proc.d.2012-06-14.14559.1475,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea. ,,,Some hon. members,
4531975,ca.proc.d.2012-06-14.14559.1476,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those opposed will please say nay. ,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531976,ca.proc.d.2012-06-14.14559.1477,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Nay. ,,,Some hon. members,
4531977,ca.proc.d.2012-06-14.14559.1478,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," In my opinion the nays have it. 
 And five or more members having risen: ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531978,ca.proc.d.2012-06-14.14559.1479,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 416, which was negatived on the following division:)
Vote #353",,,,
4531979,ca.proc.d.2012-06-14.14559.1480,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 416 defeated.
The hon. member for Skeena—Bulkley Valley rising on a point of order. ",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531980,ca.proc.d.2012-06-14.14559.1481,2012-06-14,031462db-8f61-48ed-bf9f-b033eb8312bb,75,Mr. Nathan Cullen,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, on a point of order, in a previous incarnation of Parliament, when a number of votes were being passed, in that case surrounding the Nisga'a treaty, as members will remember, there was unanimous consent sought by the House, and I believe achieved, in order to see question period at 2 p.m.
There have been consultations among the parties. I am hoping that if you seek it, you will find unanimous consent to present the following motion:
 That notwithstanding any Standing Order or usual practice of the House, the recorded divisions at report stage on Bill C-38, An Act to implement certain provisions of the budget tabled in Parliament on March 29, 2012 and other measures, shall be temporarily suspended after the division taking place at 2:10 p.m is concluded; that the House immediately proceed to a period of oral questions, pursuant to Standing Order 30; and that no later than 3:00 p.m. today, all proceedings taking place at that time shall be immediately suspended for the House to resume the taking of the deferred recorded divisions at report stage of Bill C-38, An Act to implement certain provisions of the budget tabled in Parliament on March 29, 2012 and other measures, to allow members of Parliament to put questions to the government of the day. 
",New Democratic Party,Skeena--Bulkley Valley,Nathan Cullen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=031462db-8f61-48ed-bf9f-b033eb8312bb&Language=E&Section=ALL
4531981,ca.proc.d.2012-06-14.14559.1482,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,Does the hon. member have unanimous consent to propose this motion?,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531982,ca.proc.d.2012-06-14.14559.1483,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531983,ca.proc.d.2012-06-14.14559.1484,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, The question is on Motion No. 417. A vote on this motion also applies to Motions Nos. 420 and 421.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531984,ca.proc.d.2012-06-14.14559.1485,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 417, which was negatived on the following division:)
Vote #354",,,,
4531985,ca.proc.d.2012-06-14.14559.1486,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 417 defeated. I therefore declare Motions Nos. 420 and 421 defeated as well.
The next question is Motion No. 418. A vote on this motion also applies to Motion No. 419.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531986,ca.proc.d.2012-06-14.14559.1487,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,Do the hon. members for Thunder Bay—Superior North and Saanich—Gulf Islands have the unanimous consent of the House to have their votes recorded as yea?,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531987,ca.proc.d.2012-06-14.14559.1488,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4531988,ca.proc.d.2012-06-14.14559.1489,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, The hon. member for Ahuntsic.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531989,ca.proc.d.2012-06-14.14559.1490,2012-06-14,cfbb2e3f-a8fa-43c0-ad2a-1d2e4c7b865d,442,"Mrs. Maria Mourani (Ahuntsic, BQ)",,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, I would like to clarify that the Bloc Québécois is voting in favour of the motion. I hope there was no misunderstanding. All the members of the Bloc Québécois who can vote are voting in favour of the motion.",Bloc Québécois,Ahuntsic,Maria Mourani,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=cfbb2e3f-a8fa-43c0-ad2a-1d2e4c7b865d&Language=E&Section=ALL
4531990,ca.proc.d.2012-06-14.14559.1491,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Order. The members stood when the nays were being called and as such their votes are being recorded in that manner.
The hon. member for Toronto Centre is rising on a point of order.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531991,ca.proc.d.2012-06-14.14559.1492,2012-06-14,98af71e6-be2b-40e8-9501-4e5c27ebbbf5,551,Hon. Bob Rae,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, I wonder if we could do the election over again.",Liberal,Toronto Centre,Bob Rae,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=98af71e6-be2b-40e8-9501-4e5c27ebbbf5&Language=E&Section=ALL
4531992,ca.proc.d.2012-06-14.14559.1493,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Order. The table has indicated that there may have been some confusion when the members were standing whether or not they were standing to vote or requesting to be recognized for points of order. As such, because they clearly did not stand when the yeas were being called, their votes will not be counted on this particular vote and we will move on to the next one.
I will hear the hon. member for Saanich—Gulf Islands very briefly.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531993,ca.proc.d.2012-06-14.14559.1494,2012-06-14,eaa6694f-1e20-4aae-ad3b-e694b0e12c59,9187,Ms. Elizabeth May,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, I will be brief. I recall not long ago that the hon. member for Fort McMurray—Athabasca stood to correct that he had accidentally voted twice. There was no call for unanimous consent for that to be recorded.",Green,Saanich--Gulf Islands,Elizabeth May,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=eaa6694f-1e20-4aae-ad3b-e694b0e12c59&Language=E&Section=ALL
4531994,ca.proc.d.2012-06-14.14559.1495,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"In that particular situation the member voted twice. Under that circumstance, the practice is that the member is then called upon to clarify, as happened the other night I believe with several other members.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531995,ca.proc.d.2012-06-14.14559.1496,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 418, which was negatived on the following division:)
Vote #355",,,,
4531996,ca.proc.d.2012-06-14.14559.1497,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 418 defeated. It also applies to Motion No. 419.
The question now is on Motion No. 422.
A vote on this motion also applies to Motions Nos. 423 to 480.
A negative vote on Motion No. 422 requires the question to be put on Motion No. 481.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531997,ca.proc.d.2012-06-14.14559.1498,2012-06-14,,,,stagedirection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"(The House divided on Motion No. 422, which was negatived on the following division:)
Vote #356",,,,
4531998,ca.proc.d.2012-06-14.14559.1499,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I declare Motion No. 422 defeated. Therefore, I also declare Motions Nos. 423 to 480 defeated.
The hon. member for Skeena—Bulkley Valley is rising on a point of order.",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4531999,ca.proc.d.2012-06-14.14559.1500,2012-06-14,031462db-8f61-48ed-bf9f-b033eb8312bb,75,Mr. Nathan Cullen,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, on the point of order, the Minister of Citizenship, Immigration and Multiculturalism will confirm that the vote had commenced. There had been some disruption with some water and the laptop of the Minister of Canadian Heritage and Official Languages, which may have thrown off his timing coming in. However, his vote was recorded but should not have been because the vote had already commenced.
 Mr. Speaker, you can confirm that with him.",New Democratic Party,Skeena--Bulkley Valley,Nathan Cullen,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=031462db-8f61-48ed-bf9f-b033eb8312bb&Language=E&Section=ALL
4532000,ca.proc.d.2012-06-14.14559.1501,2012-06-14,106c623c-3606-40ae-a2f6-f4a619cf02f6,152,Hon. Jason Kenney,Interjection,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"Mr. Speaker, yes, but I think it was coffee and not water.",Conservative,Calgary Southeast,Jason Kenney,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=106c623c-3606-40ae-a2f6-f4a619cf02f6&Language=E&Section=ALL
4532001,ca.proc.d.2012-06-14.14559.1502,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",,"I'll take that as confirmation that he did indeed come in after the vote had started. We will make sure that is reflected in the vote results.
The question is on Motion No. 481. A vote on this motion also applies to Motions Nos. 482 and 483.
Is it the pleasure of the House to adopt the motion?",Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532002,ca.proc.d.2012-06-14.14559.1503,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",," Agreed.
 No.",,,Some hon. members,
4532003,ca.proc.d.2012-06-14.14559.1504,2012-06-14,6519cfba-0080-419d-baa9-8ae6e56d032f,256,The Speaker,,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, All those in favour of the motion will please say yea.,Conservative,Regina--Qu'Appelle,Andrew Scheer,http://www.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6519cfba-0080-419d-baa9-8ae6e56d032f&Language=E&Section=ALL
4532004,ca.proc.d.2012-06-14.14559.1505,2012-06-14,,,,intervention,Government Orders,"Jobs, Growth and Long-term Prosperity Act",, Yea.,,,Some hon. members,
