speakeroldname,speechtext,speakerparty,speakerriding,speakername
Ms. Elizabeth May," Mr. Speaker, yes, indeed, in going through this, I read the concerns from those who said that on the grounds of civil liberties this would be intruding on constitutionally protected rights. I think, on balance, the courts will find this justifiable because of the threat of drunk driving, and as the hon. parliamentary secretary has mentioned, it is clear that the stop must be legal.
There is a concern once we start having the legal threshold for that stop adjusted downward in order to create more opportunities for testing people at the roadside. On balance, I agree with it. I think the fact that we have advice from Professor Peter Hogg is very reassuring. He is the country's leading constitutional law expert, and I studied from his textbook when I was at law school so I hold him in the highest regard.
However, I am talking about not so much whether it is challenged in court but about how it is applied day to day. That is going to be something that I hope we will be aware of as we take the bill through committee.",Green,Saanich—Gulf Islands,Elizabeth May
Ms. Elizabeth May,"Mr. Speaker, with respect to the member's hypothetical, it is a legal stop to check someone whose car has a broken tail light. Bill C-45 has other things to say about how much a person carries with him or her and if it is legal to have it in a vehicle. Under these provisions, if the officer has reasonable grounds to think that the person is impaired, then his or her driving should be tested. 
The point of my speech was that I do not think we have the science to know if people are impaired from cannabis in the same way they are from alcohol. Someone could be pulled aside and found to have THC in his or her body, as I understand the science, even more than 24 hours after the last time they had any.
I do not think the officer in the member's hypothetical is without any remedies whatsoever, but that goes to the legal control over how much cannabis one can have under the terms of Bill C-45. Someone under the age of 18 is not allowed. There are a lot of other rules that would apply in that circumstance beyond this, which deals with roadside inebriation. ",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I heard the member say that we did not want to proceed with the legalization of cannabis until we knew how we would handle the issue of use and driving. The hon. member was probably here to hear my concerns. Did the member hear the suggestion that came from a number of policy experts I discovered in going through the literature? They suggest that we find a way societally to prohibit the creation of essentially social clubs where cannabis is used in the same way we now have bars where alcohol is served. In other words, we find ways to encourage cannabis use only at home to avoid having people driving.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I congratulate the hon. member for Calgary Midnapore, and I certainly do not want to take away from her spectacular finish to her maiden speech. However, since she brought up the National Energy Board, I did want to remind members that the expert panel included a number of prominent industry experts, including the president and CEO of the Canadian Energy Pipeline Association . I know we are not actually debating the National Energy Board tonight, but that report was not without deep roots in the Calgary community in recommending that the National Energy Board be scrapped, renamed the Canadian energy transmission commission, and moved to Ottawa.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I hope you will not mind a brief commentary before my point of order, which will relate to Standing Orders 16 and 18, to congratulate the member for Regina—Qu'Appelle on becoming the Leader of the Opposition.
I do recall his time as Speaker, and I hope he will too as he helps this place restore respect for the rules regarding heckling. Goodness knows, the member for Regina—Qu'Appelle, the new Leader of the Opposition, knows those rules inside and out. However, I hate to mention that in today's question period, the noise was all coming—not all, not entirely, but primarily—from the Conservative benches. I hope he will turn his attention to that.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I rise to present two petitions today. The first is from petitioners who are asking the House to take action so that Canadian consumers know the contents of the products they buy, particularly those that contain genetically modified organisms. This is a question of consumers' right to know and choose products they want in their homes and that they want to feed their families.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the second set of petitions is from constituents and relates to the ongoing human rights abuses in the People's Republic of China against practitioners of Falun Dafa and Falun Gong. Petitioners urge the House of Commons assembled and the Government of Canada to press the People's Republic of China to respect the rights of belief, worship, free speech, and basic human rights.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, it is an honour to rise in the House today to present two petitions.
The first is very specific. The petitioners are calling on the government to revisit the cancellation of contracts for part-time, non-Christian denominational chaplains for federal prisons. The presence of part-time contracted chaplains without a denominational basis for a particular religion was part of the help to assist people in prison find their way forward and return to a healthy and productive existence after prison life. The petitioners want Parliament to restore them.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the second petition has thousands of names of Canadians who are concerned about the People's Republic of China's persistent persecution of the peaceful practitioners of Falun Dafa and Falun Gong. They are imprisoned, they are tortured, and their lives are taken from them. The petitioners ask that Canada speak out against the abuse of human rights in the People's Republic of China.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, it is an honour to rise today to present two petitions.
The first is from residents throughout my riding on an issue that is well supported in the House. The government has announced a national housing strategy, but this petition calls for a national affordable housing program to be put in place along the lines of the resolution passed by the Federation of Canadian Municipalities, looking to reform the tax system to increase benefits to developers in building purpose-built rental housing.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the second petition is on an issue that continues to concern Canadians about both domestic and global agricultural production, and that is the issue of allowing farmers to do what they have done for thousands of years, since the beginning of agriculture: the right to save their own seeds. The petitioners throughout my riding and a number of signatories from Thunder Bay call for international aid policies to support small family farmers and ensure that Canadian policies and programs are developed in consultation with small family farmers to help protect the right of those in the developing world to preserve, use, and freely exchange seeds.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, with respect to these debates about time allocation, I would have wished we could ask questions of the Government House Leader, because decisions about the way the government is proceeding and the increased use of time allocation is the House leader's area. The breakdown in relations between the House leaders of the largest three parties in this place is leading to an increased use of what I would call Harper tactics.
Although this is not an omnibus budget bill with the weight of the egregious misuse of power we saw in Bill C-38 and Bill C-45 in 2012, this is nonetheless an omnibus budget bill, and unfortunately so. While there is a connection to the parliamentary budget officer, because “budget” is in the title, the creation of a stand-alone parliamentary budget officer as an independent officer of Parliament, as promised in the Liberal platform, is a subject of such importance that it would have been preferable to have that discussion separate from the passage of budgetary measures.
Time allocation at this point has the effect of disadvantaging those members of Parliament who belong to parties with fewer than 12 members. Our constituents are equal. Our rights, in theory, are equal. It is disproportionately disadvantageous to members of smaller parties or independents when time allocation is used. In my view, it should be used extremely rarely. To say, as the Liberals now do, that they are using it less than Harper did is no excuse for adopting bad tactics and majority rule in a way that hurts the healthy functioning of this place.
I would urge the government to reconsider and not apply time allocation. The Minister of Finance will tell us that it must be done, but it must not be done.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I am going to address my comments to the unacceptable use of time allocation in this debate and put to her, and hopefully to her caucus, the reality of the consequences. The citizens of my riding have rights equal to those of the citizens of Brampton West. Saanich—Gulf Islands citizens do not entertain second-class status. However, unfortunately, I have been informed that due to time allocation, I will not be allowed to speak to this bill. I will not have an opportunity at this moment to speak to this bill. We heard the Minister of Finance say that a number of Conservatives have spoken and a number of New Democrats have spoken. Can the hon. member find it in her heart to ask the members of her caucus to give up one of their speaking slots so that I might have a chance to comment on this bill?",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, I thank my hon. colleague from Joliette. I will try to keep my questions very brief. 
 I have a question about the Board of Internal Economy. In the bill, for the first time, there is an amendment to make its meetings open to the public.
 As my colleague has said, however, we are members who have rights. I am in total agreement with the effort to open the meetings, since we are in the same position as the members of the public.",Green,Saanich—Gulf Islands,Elizabeth May
Ms. Elizabeth May,"Mr. Speaker, the Green Party agrees to apply the vote and is voting no.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, this will be the second time only in six years as a parliamentarian that I have voted for time allocation. I voted for it also on Bill C-37. 
The question here is urgent. I agree with the minister, although I would say that this may be the classic case of the perfect being the enemy of the good. When lives are at stake, I do not think we can take the time to argue over improvements that, frankly, I would want to see made too.
We know that on the street, fentanyl is being found in 80% of the street drugs that are otherwise not identifiable as fentanyl. Can the minister give us any update on what is being done on the ground while we get this bill through the House as fast as possible?",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I rise to present two petitions today. The first petition is from constituents within Saanich—Gulf Islands who are calling on the government to pursue a vision for a national affordable housing strategy, as put forward by the Federation of Canadian Municipalities. We have heard a lot recently about affordable housing, and the petitioners are asking for immediate action, particularly to assist in the tax structure to encourage the building of purpose-built rental housing.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the second petition is from almost 1,000 signatories, primarily from the GTA area, as well as Ottawa, calling on the government to speak clearly to the People's Republic of China to end the persecution and the violation of the human rights of practitioners of Falun Dafa and Falun Gong.",Green,Saanich—Gulf Islands,Elizabeth May
Ms. Elizabeth May,"Mr. Speaker, I also agree to apply and will be voting yes.",Green,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, my hon. friend from Winnipeg was just mid-sentence on a point that I raised in committee and attempted to provide amendments on. The Canadian Criminal Lawyers' Association, the Canadian Civil Liberties Association, and a number of other organizations raised real concerns that the random sampling would not really be random but would actually be selective and amount to racial profiling. 
I invite my hon. colleague to finish his sentence because it seems that he is concerned about the same point.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, since my election in 2011, nothing was more painful than watching the destruction of our environmental laws in 2012. I took heart in the Liberal promises to reverse those changes and restore environmental protection, particularly in the mandate letter to the Minister of Transport, which reads that he would “review the previous government's changes to the...Navigable Waters Protection Act” and “restore lost protections”, but it now appears increasingly clear that this is not the plan. A schedule of named waterways was left intact.
Will the Minister of Transport honour his mandate letter and restore lost protections?",Green Party,Saanich—Gulf Islands,Elizabeth May
Ms. Elizabeth May,"Mr. Speaker, I would like to thank the hon. Minister of Transport, and I would ask for some maturity from some members in this place. 
Twenty-four hours of non-stop voting was a principled stand and should not be the source of schoolyard bullying.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I rise to present two petitions today.
 The first petition is to the issue of the importance of educators, particularly in pursuing environmental education toward healthy, sustainable, and flourishing communities. ",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the second petition is to an issue that is increasingly urgent, which is the plight of the southern resident killer whale population of the Salish Sea.
 The petitioners ask that the government take action to protect critical habitat, increase vessel distances away from the whales, and to create other safety measures, including reduced speeds.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, this is my first opportunity to take the floor in this debate on the matter of supply relating to the problem of ethics and the finance minister. I would like to thank my friend from Vaughan—Woodbridge for his speech and ask his indulgence that I state, on the record, my deep concern that Bill C-27 must be withdrawn. It appears to me that there is a blatant conflict of interest in the finance minister bringing forward this measure.
As for much of the rest of the debate, I find it regrettable that we cannot focus on the need to bring into this place, and it is part of the motion before us today, ethics rules that are binding. The code of ethics for members of Parliament that we find in our Standing Orders book says very clearly that we must avoid conflict of interest and the perception of conflict of interest, but as far as I can see, it is impossible to commit an ethical violation. On this, I refer to more than the hon. Minister of Finance, but to other members in this place who have committed, in any common-sense understanding, a violation of their conflict of interest guidelines, the guidelines are unenforceable. Would my friend from Vaughan—Woodbridge agree that we should make them enforceable?",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the parliamentary secretary to the government has been talking about how we can count on the Ethics Commissioner to come calling, as my friend from Windsor has also mentioned. My concern is that the ethics code is unenforceable. The Ethics Commissioner is not going to come calling on anyone. When faced with complaints of conflicts of interest, and I have had occasion to raise them myself, I am told that it is pretty much impossible to find anyone guilty of conflict of interest under our code.
I appreciate that this opposition day motion talks about strengthening the code and the powers of the commissioner. I ask my hon. colleague to comment on that.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I agree with my friend from Chilliwack—Hope that it is most unfortunate when important bills have closure on debate. That is the only point with which I agree with him.
 I am dismayed by the political willingness to try to claim credit or score partisan points for a business decision, TransCanada's decision. I think it was well explained by Andrew Leach, associate professor, School of Business, University of Alberta, who pointed out quite clearly that what we have is a declining price for bitumen. It is a product that is expensive to produce but gets a low price on the market, because it is a solid. It is not even synthetic crude. It cannot go into a refinery until it is upgraded. Personally, and on behalf of the Green Party, we think that exporting raw bitumen to other countries for upgrading and refining is a loss for Canadian jobs. In that we are supported by the largest unions in northern Alberta.
However, I put to the member that with regard to the analysis that claims that this is somehow a regulatory process or uncertainty, that regulatory process was put in place by Bill C-38 in the spring of 2012, when, for the first time, the National Energy Board started doing environmental reviews. It is unsuited for it. There has been more uncertainty and more confusion and there are more court cases because of the shemozzle of reviews we have had post the previous prime minister. Mr. Harper's approach to reviews, which was to fast-track approvals, had the opposite effect.
 Meanwhile, there is a glut of pipelines. As Professor Leach pointed out, when Trump approved Keystone, the same producer had a problem. It could not find enough long-term contracts from suppliers who were willing to convey their product through the pipeline to justify it. It was the better business decision to kill energy east in order to line up long-term contracts for Keystone, which is more advantageous to that industry. We can twist ourselves into all kinds of knots to say that it was someone's political fault. However, this was a business decision based on a low price globally for oil, retreating investments in the oil sands, and so many pipelines approved that there is a glut.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the member for Banff—Airdrie's speech was premised on many things that he may believe to be true but that are not true. There was no plan to stop importing oil from Saudi Arabia, Venezuela, Kazakhstan, Nigeria, or Norway should energy east have gone ahead, because energy east was primarily an export pipeline. There is, in fact, no refinery in eastern Canada, in New Brunswick, that has the capacity to upgrade bitumen and refine it, which puts a bit of a problem to this idea that getting it to New Brunswick was somehow going to reduce the importation of 800,000 barrels of foreign oil a day. 
I would agree with my friend that it would be far preferable to refine bitumen in Canada and use it domestically and therefore not be importing foreign oil, but energy east would not have accomplished that at all. The way to accomplish that is to look to Alberta and build upgraders and refineries in Alberta to end the divisive pipeline battles we see that do Canadians no good at all, pitting Albertans against British Columbians or against people from Quebec. 
The other thing that is absolutely mistaken is the notion that TransCanada cancelled because of something that was done by the current Liberal government. I would congratulate the current Liberal government if it had lived up to its promise in the election campaign to make decisions based on evidence and to look at the absolutely disastrous mess created by Bill C-38 that put the National Energy Board, for the first time, in charge of environmental assessments of pipelines. It is not working. It has not worked since it started in 2012. We have pipeline reviews that have gone completely off the rails and have taken the NEB out of its usual regulatory role. As a former practising lawyer, I used to appear before the National Energy Board. It was a reliable agency. One could appear before it and expect procedural fairness under its quasi-judicial status. Throw in environmental reviews and we have a gong show of an agency that has lost respect from the public.
Back to my friend's point that this was Liberal interference in the review process, there is a very simple explanation. It is economics. It is that there are so many pipelines now approved, two of them that would affect TransCanada's delivery on the project. With Keystone being approved, energy east did not make economic sense anymore for TransCanada. That is understood by resource economists.
If my friend thinks I am wrong, could he name a refinery in New Brunswick that has the capacity to process bitumen?",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, my hon. friend from Calgary Midnapore should know that when pointing out that oil has been transited on the west coast of British Columbia without incident, it is important to note that from 1972 until very recently, there was a moratorium, a ban on the movement of oil in large-scale tankers that applied to the very coast that this bill will now legislate. The moratorium was honoured by provincial and federal governments over that whole period.
I also want to note that the terms “oil”, “crude oil”, and “bitumen” are being used interchangeably in this debate, which I am afraid leads to some assumptions that are incorrect. For instance, a previous Conservative speaker, my friend from Sherwood Park—Fort Saskatchewan, claimed that everyone knows that pipelines are safer than trains. If bitumen is being transported, the opposite is true. It is quite correct that no one should transport Bakken shale, the material that blew up in Lac-Mégantic, by train. I do not know how safe Bakken shale is by pipeline either. It is a violently combustible, unstable material, based on fracking for oil.
However, bitumen, by train, can be transported as a solid. Virtually nothing can go wrong in moving bitumen by rail. If it falls off the track and to a great depth below, crashing open in a valley or in a river, it would be a solid blob and could be removed by a backhoe. It could not have blown up. It is not Bakken shale.
In the case of moving bitumen by pipelines, the process inherently makes a safe substance unsafe. They have to stir in about one-third of a material called diluent, which is basically fossil fuel condensate, itself toxic, and makes bitumen mixed with diluent a substance that cannot be cleaned up.
Thus, it is completely backwards to claim that moving bitumen by pipelines is safer. It is the opposite. ",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, I have three petitions to present today.
It is a great honour for me to rise to present a petition to support a national environmental education strategy. The petitioners believe that the Government of Canada must play an international leadership role in promoting the importance of environmental education.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, in the second petition, the petitioners urge the Government of Canada to seek to close tax loopholes, real ones, such as the stock options deduction that leads to some significant tax evasion, in the view of the petitioners.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Mr. Speaker, the last petition is one we debated recently in this place, which is a call for a long-overdue national pharmacare program. The petitioners point out that we are the only country in the world with universal health care where that universal health care plan does not include guaranteed access to medically necessary pharmaceuticals.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, I think it is worth mentioning the name of the former member of Parliament who brought forward this legislation as a private member's bill when it was originally passed during the years of minority government under the former prime minister, Stephen Harper. It was the hon. John Godfrey, with whom I have had decades of friendship. I met him initially when he was president of King's College in Halifax. 
Since the hon. member was a member of the environment and sustainable development committee that worked on what I think is an excellent report on how to improve this act, I would ask him in which respects the current legislation differs from the recommendations of the parliamentary committee.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, parenthetically I will note that the previous government under Stephen Harper slashed funding for the Great Lakes cleanup.
I just want to make the point to the hon. member for York—Simcoe that the Paris negotiations did not take place in the city of Paris. There were not fine dining opportunities. It was hard work in a place called Le Bourget, in a set of airport hangers. The hon. member from Okanagan can clarify for the member, because he attended, that we were in large warehouse facilities doing work to negotiate.
I would wish it was possible to negotiate among 193 countries by Skype, but it is an intensely physical process. It requires 24-hour, round-the-clock negotiations. The Paris agreement is not yet fulfilled, but it holds far more promise than anything done by the Stephen Harper administration.",Green Party,Saanich—Gulf Islands,Elizabeth May
"Ms. Elizabeth May (Saanich—Gulf Islands, GP)","Madam Speaker, I was not able to put a question to the member for Yellowhead after a particularly moving address he gave to the House a few days ago. It was relevant to the topic of sustainable development. He included an anecdote, I believe about his grandfather, who put mud directly from the land into an open wound from a farming accident. I wanted to share with the hon. member that I found his grandfather's connection to the land very moving, and also very profound.
I would like to thank him for his role as vice-chair of the environment committee, because it certainly was the unanimous report that has led to the amendments before us today. 
In the work of a sustainable development strategy for a whole-of-government approach, could the member see ways in which procurement by government agencies could advance sustainable development through the government's purchasing powers?",Green Party,Saanich—Gulf Islands,Elizabeth May
